ID,Age ,Income,Car,Prop,Biz,Debtmonthly,debtmaturity,family,responsibility,skepticisim,determinism,introvert,informed,cash_p,satisfaction
372,35,42221,16833,737034,1243380,2560,81,4,4,1,3,2,4,5,3
373,28,22570,71459,746833,536769,8276,143,2,2,1,1,3,2,2,5
374,29,40733,68201,1234348,947710,3407,11,5,1,2,2,3,2,4,4
375,33,39600,84285,282605,854590,6676,181,3,3,2,2,5,3,5,5
376,26,26090,834,971167,445328,6685,11,5,1,2,1,4,4,2,5
377,31,19593,1852,579242,925849,2499,81,2,3,5,1,1,4,5,2
378,35,10907,24498,520524,368838,8775,18,5,4,5,3,3,4,1,3
379,34,41806,30760,55408,97303,698,103,2,2,5,4,4,2,5,5
380,34,11516,80791,778159,999384,264,212,4,1,2,1,4,4,2,3
381,26,40989,29520,164056,878565,6854,203,4,1,5,1,4,5,5,2
382,25,26825,62405,1081018,586223,9598,82,4,4,3,5,3,5,1,5
383,34,19588,10354,371815,1237854,5125,119,4,5,2,1,1,5,2,2
384,35,29490,23563,1029990,381266,3824,200,4,2,5,3,2,3,5,4
385,28,11260,39111,474632,381421,2233,160,5,3,2,3,2,3,3,1
386,35,33702,35803,688986,983340,9681,83,1,1,3,5,1,5,2,3
387,28,38136,27755,1014709,412360,9448,55,4,2,2,4,1,4,1,3
388,28,27764,57755,394481,582066,879,179,3,2,3,4,3,2,1,5
389,32,15626,75750,344195,410246,7582,80,2,3,1,3,1,4,3,1
390,33,20624,76853,259916,812495,9846,222,2,3,5,5,1,5,1,3
391,33,35706,8363,452185,600845,4571,80,4,5,1,2,4,5,2,1
392,27,41559,70327,106834,821202,8653,79,1,1,5,3,4,5,5,3
393,34,38478,82837,177450,1027256,8082,42,1,1,2,5,4,4,1,5
394,30,20798,53644,1067956,372195,2316,131,4,1,5,4,2,5,3,3
395,34,38505,37971,796472,1031331,1364,187,3,2,2,4,4,3,2,2
396,24,12602,13045,702995,867371,318,70,4,3,1,2,3,2,4,3
397,33,16901,61787,1037481,565511,6805,57,4,4,1,5,2,2,5,5
398,24,15936,25809,339939,782998,586,55,1,3,1,2,5,3,4,3
399,31,39631,36411,21942,559215,9499,183,1,1,3,5,2,4,1,4
400,25,44917,48476,153019,1108160,114,233,3,1,5,4,2,3,1,5
401,25,41258,10116,928245,918246,9161,186,4,4,1,1,5,4,4,5
402,29,9542,36156,206723,31597,8942,58,4,3,3,4,5,3,1,3
403,27,17936,26339,136771,698899,3274,103,5,5,5,2,1,1,4,1
404,31,23932,74218,411349,943041,8113,66,5,3,5,4,5,4,1,4
405,33,37440,87793,351477,1036182,187,132,3,1,4,2,2,5,1,5
406,26,39260,17350,29267,21626,2943,189,1,4,3,2,2,4,5,5
407,27,13117,46720,1078869,41517,1470,91,1,5,5,3,1,1,5,3
408,27,13474,36671,368930,356719,2917,106,5,3,5,4,5,4,3,5
409,28,8934,33853,507876,981025,9942,24,2,1,5,4,5,5,5,4
410,35,10885,37672,1183765,783034,5174,222,2,5,3,1,1,4,5,1
411,31,36233,67844,1212572,1003038,5672,59,3,1,5,5,5,2,2,4
412,27,22431,22135,635268,77427,3086,156,4,1,2,4,1,1,5,3
413,29,8115,79746,881158,1040822,6070,12,5,2,4,4,5,1,1,2
414,25,35521,72804,645283,1130662,9072,8,5,4,2,5,5,5,3,4
415,26,29087,43361,1109025,1135962,1407,106,2,1,5,5,2,4,5,4
416,34,8557,62619,584529,1032765,3279,137,5,5,4,5,5,5,3,4
417,24,25136,45383,375411,389258,2763,47,4,2,1,3,5,5,2,1
418,25,9523,66931,1035519,294940,8709,142,3,4,4,1,4,1,2,3
419,35,11502,63538,120166,690095,9633,30,3,3,2,4,2,2,1,3
420,30,29785,79497,4742,1127959,2716,34,4,1,1,4,1,3,1,2
421,31,28107,69352,3968,658602,3618,91,1,2,4,2,2,5,4,2
422,35,15122,1096,243727,683028,2918,159,3,2,1,5,1,2,5,3
423,35,41115,16792,460761,1090723,7626,56,5,3,4,1,2,3,4,5
424,35,19521,53230,172613,837814,2366,169,3,5,4,2,5,5,1,5
425,27,12988,60766,757159,437634,6041,146,3,5,1,3,5,2,3,3
426,34,12395,51533,1074078,984198,2474,156,4,1,2,3,4,1,4,2
427,34,22617,63946,1080878,590264,3400,20,3,4,2,4,2,3,1,4
428,35,21708,21879,23203,367695,2375,103,5,1,5,1,1,4,4,5
429,25,10606,51765,763001,1076815,8409,84,5,2,3,2,1,5,4,5
430,29,22037,69624,704346,824183,6769,202,2,3,4,3,3,2,3,4
431,27,41231,32226,956799,464907,216,69,2,4,1,5,5,2,5,1
432,29,37070,52646,431239,424257,8038,177,5,3,4,5,1,1,3,4
433,26,18377,6367,878932,530573,5642,199,2,1,3,2,2,3,1,4
434,24,37359,86435,316267,340291,9080,156,1,3,3,1,1,2,4,4
435,32,18206,89956,897090,587653,5704,235,2,3,4,2,1,5,5,2
436,34,33778,68792,1033956,365710,9962,106,5,1,1,5,1,3,3,4
437,35,38275,48655,1235317,566269,4582,173,1,3,3,1,3,5,3,4
438,29,40331,44532,393723,861827,9428,151,1,1,4,3,3,2,5,5
439,35,44258,479,96439,641666,2408,230,5,3,1,5,4,1,2,5
440,31,26749,68766,532452,529492,8204,228,3,2,1,3,5,3,5,2
441,27,42777,65739,1207408,486585,4836,240,3,3,5,2,1,1,2,1
442,25,14449,75678,633014,356209,2674,237,5,4,2,3,5,4,5,5
443,29,13679,89818,560883,763493,2481,32,1,3,3,4,3,4,5,1
444,30,20694,43152,668224,103626,3577,28,2,2,5,2,3,5,4,3
445,24,17221,34553,1043596,964236,6528,199,1,5,1,3,1,4,4,5
446,35,13823,29177,1240535,125924,8250,166,2,1,5,1,2,1,3,5
447,32,14042,26304,780304,690471,6634,206,2,4,3,1,5,4,5,2
448,29,39818,35917,559280,510368,4230,30,1,1,5,4,3,3,1,3
449,26,33863,73259,1169532,399412,5553,180,5,4,3,3,1,5,1,1
450,31,11028,55659,1142841,115002,9540,72,2,5,4,2,5,5,5,2
451,29,24334,10331,943231,140485,584,34,2,3,1,3,2,3,5,2
452,25,26374,37245,49274,271012,2221,216,4,5,1,1,3,5,2,4
453,24,25500,80826,686844,338718,8354,21,1,5,3,5,5,5,2,4
454,30,30330,13654,671896,474031,8230,106,3,5,2,1,5,5,5,5
455,28,34792,59826,1020712,476203,3768,96,4,1,2,5,5,2,1,4
456,27,24393,87056,1170195,1092862,9646,94,4,2,2,5,2,3,4,3
457,24,34748,70620,678342,1174562,9226,137,3,5,1,1,1,5,3,3
458,32,38798,11555,864759,815714,9302,35,2,3,3,1,4,2,2,3
459,31,17022,88810,206171,644801,991,112,4,3,2,3,1,4,5,5
460,27,19828,29249,615888,330126,4520,135,5,4,4,2,1,3,4,1
461,25,20342,20180,131750,211914,9156,162,1,1,1,5,5,1,1,1
462,32,39487,75306,372256,749278,9755,235,4,4,4,2,2,2,1,2
463,28,37368,28272,1209164,519139,5756,114,3,3,1,1,3,2,2,2
464,31,23731,73695,888327,93945,9925,220,5,1,4,2,1,1,1,1
465,25,15666,50843,658421,82578,1748,100,5,5,5,1,4,1,4,4
466,24,31559,13113,263541,185930,2058,186,1,5,5,1,2,1,5,2
467,26,22517,38002,1243908,550189,9966,178,2,3,4,1,4,5,1,5
468,26,24368,5604,372125,871306,1516,208,2,2,5,1,5,5,4,4
469,32,28424,7674,727188,1173141,492,132,3,1,1,1,4,1,4,2
470,24,36110,13055,683749,1011078,1156,153,3,3,5,2,5,2,5,4
471,33,33422,162,541250,1130691,2352,112,1,5,3,2,4,2,1,3
472,32,8981,65039,815153,1193146,5493,185,2,3,4,5,5,1,5,5
473,34,22771,30567,715178,977195,8406,103,2,5,5,4,5,4,5,4
474,26,40167,69154,758941,855678,8943,195,1,5,3,3,1,4,5,3
475,25,32880,37917,1195844,1117736,1504,40,4,1,1,1,5,5,4,4
476,24,8534,63823,488422,939885,8933,209,3,5,4,1,5,2,1,2
477,24,38243,49842,1219561,986485,6651,42,3,5,1,1,2,3,2,3
478,30,17516,62728,160363,535042,9720,188,1,3,1,1,5,2,5,1
479,29,42002,81349,27191,310437,67,13,1,5,4,3,5,5,3,5
480,30,26861,84935,1200788,537186,324,180,5,5,3,5,3,4,2,2
481,33,40496,6771,678640,392078,4592,35,4,1,4,4,3,5,1,3
482,35,23206,39802,985957,1060834,3682,226,4,4,2,5,3,2,4,5
483,33,42793,22330,1169003,907816,9751,217,1,5,1,1,5,4,4,4
484,25,8609,81364,44229,308007,6516,53,3,1,2,1,3,3,5,4
485,29,38096,21732,857507,497179,4623,113,3,2,3,3,4,2,3,2
486,24,10985,45307,942161,788750,2463,42,5,2,2,3,3,3,1,3
487,29,16316,18919,81432,258420,2147,82,3,5,5,3,3,1,1,1
488,26,40457,89187,822380,1239885,516,1,5,2,5,1,5,2,4,2
489,30,42499,35066,1152775,109654,6235,169,5,5,2,5,2,3,4,1
490,24,14490,50030,554482,1199883,548,102,2,2,4,4,5,1,2,5
491,25,13071,30343,123194,453664,1772,25,4,2,2,1,5,2,3,5
492,33,21697,25251,977093,1141636,2018,116,3,5,3,2,3,2,2,5
493,28,8452,29967,110324,459475,9521,152,5,5,4,2,1,4,2,4
494,30,28669,10053,1243373,718950,2593,186,3,4,2,4,2,1,4,1
495,25,29652,57691,46427,1192908,1406,116,5,2,4,3,4,4,4,2
496,25,10373,56101,1129214,1101366,1444,76,1,4,5,5,1,1,3,5
497,29,24734,3627,773856,241678,5540,60,4,3,1,1,1,5,5,4
498,33,44131,5720,1214525,531615,4179,142,1,5,1,2,2,1,2,5
499,28,40184,32823,237681,855082,9576,78,5,1,1,3,2,2,2,5
500,35,20771,797,1122839,411614,155,168,1,3,4,4,3,4,3,5
501,34,43842,13459,687747,685080,9929,172,5,3,2,2,1,4,3,5
502,31,33546,74379,882678,1106748,6826,39,5,2,4,3,4,5,4,1
503,34,38586,63173,1155867,563618,5585,186,1,4,2,3,4,2,1,4
504,33,33456,7919,1051199,1235303,5876,105,2,1,1,3,3,4,2,5
505,32,43753,65738,746362,496587,1944,90,3,3,1,2,5,1,5,3
506,26,28211,21356,1209404,620034,6899,136,1,2,1,1,4,5,5,1
507,32,44888,28647,1033493,1102878,560,124,2,3,5,3,4,4,4,3
508,24,21356,49760,864236,505819,249,228,5,4,5,2,2,5,3,4
509,29,14762,86644,607951,305982,8262,115,3,3,5,3,1,1,5,2
510,35,12943,60040,439227,1232504,8783,39,2,3,4,1,1,5,3,1
511,26,37068,44100,1150806,764694,1391,72,2,4,3,1,4,5,2,1
512,35,26548,34273,51074,755978,7673,23,3,3,1,2,3,4,4,3
513,26,29456,67566,814032,54641,2594,230,2,2,1,3,5,3,4,2
514,34,23675,43561,821904,801556,1211,211,2,2,1,1,4,2,4,5
515,25,24291,4758,975206,981545,3946,219,3,5,1,1,5,1,2,5
516,26,38405,864,603629,103448,9433,51,4,5,5,5,4,5,2,2
517,27,14141,86286,216636,526274,4864,77,1,5,3,1,2,4,2,3
518,25,36913,24531,359102,1080631,3365,207,3,1,5,1,4,1,3,2
519,30,28459,56223,1035345,859014,5020,233,5,2,4,1,2,5,5,4
520,32,42370,2602,369436,1126014,6412,189,5,1,2,2,2,5,3,5
521,28,11035,22015,231995,949974,2540,236,1,5,5,4,3,5,2,5
522,25,29616,47982,918567,966407,9923,204,2,3,3,2,3,1,5,3
523,30,13520,52006,157815,1180672,5644,75,1,1,5,4,5,3,5,1
524,28,42443,55373,84005,455246,2959,105,2,3,5,1,4,4,5,5
525,32,18185,79397,946476,653077,8111,40,3,3,5,4,1,3,5,2
526,35,44957,30829,830438,700298,7451,168,5,4,2,5,3,4,5,5
527,29,11882,2917,417070,980228,808,187,3,5,5,2,3,1,3,3
528,33,38153,73543,525146,572866,6162,37,4,5,1,2,3,4,5,2
529,33,32142,21795,1241067,1161787,210,108,1,5,5,3,2,1,1,3
530,32,29106,35290,633674,201039,5286,0,1,1,3,1,2,4,2,3
531,35,10416,86156,452645,14254,6751,134,3,2,2,4,1,2,5,4
532,33,14585,18565,931904,1124339,4578,98,4,1,5,2,4,1,5,3
533,31,27137,3490,1164378,1003033,8245,71,2,4,1,5,3,1,3,3
534,27,30237,28690,1145173,346373,9909,143,3,4,2,2,1,3,2,3
535,33,18527,15021,421024,48397,9499,215,2,4,5,1,2,4,4,1
536,29,17249,40640,832333,1169565,2761,29,1,1,1,2,2,3,4,1
537,26,39013,39549,33055,1013194,8063,116,1,1,5,3,1,3,4,3
538,29,44278,35796,1146405,944948,6209,148,3,1,2,1,2,1,2,4
539,25,11668,73170,1207454,231522,2848,111,1,2,4,1,3,2,1,2
540,35,27547,9771,739871,1204037,9955,198,3,3,1,2,4,2,2,2
541,35,10716,28308,560140,39836,7382,232,5,2,2,5,3,2,3,4
542,29,8136,67312,338430,822383,727,189,2,2,5,4,2,5,1,3
543,26,18833,73591,137848,883796,1366,66,3,3,4,1,4,4,4,3
544,35,32808,51547,83054,1111204,6430,199,4,5,2,3,1,4,5,2
545,27,35317,10620,831843,651967,7422,223,5,2,4,4,5,3,3,3
546,31,34915,49330,1081610,46862,5327,22,1,1,3,5,5,5,2,2
547,34,20256,81745,318686,932645,9263,216,5,2,5,1,3,1,3,1
548,33,16155,34195,295556,1045032,3085,95,1,3,2,4,5,4,4,4
549,31,44821,46569,84412,52119,6510,202,5,1,4,4,2,4,5,2
550,32,37470,80481,105331,1012156,579,115,4,4,4,4,5,3,1,1
551,31,34174,87250,49733,152877,6005,224,5,1,4,3,4,2,4,1
552,24,37000,76478,927277,380058,1665,34,2,1,4,2,4,3,5,5
553,35,36820,89485,775284,526476,8110,145,4,5,4,2,3,4,2,3
554,28,15623,43624,889020,671248,6949,70,3,2,1,3,1,3,2,5
555,28,36818,36650,1219451,402144,2832,52,2,1,1,3,2,5,1,1
556,33,39753,51987,473456,777769,2174,194,2,5,4,1,4,3,5,4
557,31,18632,49684,705135,56031,4978,117,3,5,1,2,1,4,5,1
558,31,9241,4309,49354,265450,3533,36,1,5,1,4,5,2,4,4
559,24,19291,79933,51326,450944,6338,1,2,2,4,2,1,2,4,4
560,33,19742,60989,279593,314677,2401,36,4,5,4,4,3,3,1,4
561,27,28385,75479,132737,935079,4942,203,1,4,4,1,1,1,3,4
562,29,38899,11146,1185562,535887,1399,65,4,5,5,2,3,3,4,3
563,29,23727,85368,675581,986182,8759,131,2,2,5,3,5,5,4,2
564,34,16828,35530,682591,218317,3733,175,1,4,5,1,4,2,3,5
565,26,35851,68851,665806,411555,5049,7,1,1,5,1,3,4,5,4
566,31,43150,12782,1202900,362470,4549,50,4,4,1,4,5,5,4,4
567,26,37893,44719,659587,822272,4553,76,1,4,2,4,1,3,2,4
568,26,39478,12488,812691,1026326,2372,1,2,1,1,5,5,2,5,1
569,27,15340,55401,1159216,840039,1448,153,5,3,1,4,5,1,4,3
570,26,37464,24898,299609,193733,5573,9,1,5,4,5,4,5,2,1
571,27,21343,81243,974365,144073,9207,206,4,5,1,1,5,2,2,2
572,33,17902,83206,203528,890753,2651,215,4,1,4,1,5,2,5,5
573,25,38397,87183,470400,598318,6928,203,4,1,2,3,5,1,4,1
574,33,8887,78353,1239137,908643,6962,7,5,4,5,5,4,3,5,4
575,25,17129,14479,280654,800038,9459,100,1,3,4,3,5,1,4,2
576,32,38821,9923,552246,306623,3829,46,5,2,1,4,4,5,4,2
577,35,44574,85609,512535,1165486,7645,28,5,4,3,3,2,2,3,2
578,34,43986,62731,791953,267485,1271,204,3,4,5,2,5,5,1,5
579,30,32419,10775,836906,831527,2596,164,2,1,3,4,4,4,2,3
580,33,19226,65849,329277,341509,1745,56,4,3,3,5,3,3,2,5
581,26,9132,74799,479061,881340,9075,102,1,4,2,5,1,2,5,2
582,28,9278,35646,348064,792280,6801,109,4,3,5,5,3,4,3,5
583,25,36009,83073,88070,1101704,609,182,4,3,1,2,5,1,2,3
584,26,25469,81551,299008,97324,4069,165,3,1,3,5,3,5,3,3
585,35,10138,88666,1081742,1231202,412,146,2,2,3,3,3,4,1,4
586,34,37261,69995,1157497,635958,7922,120,2,3,4,5,4,1,1,4
587,29,17951,46421,1091718,348573,9297,137,3,1,1,1,1,1,4,1
588,27,18376,17524,540973,1230200,2496,197,1,3,1,3,4,4,2,5
589,34,39228,60441,697475,50698,5644,122,4,4,4,3,3,3,4,3
590,27,14026,39233,551616,46114,1213,213,4,5,1,2,5,3,1,5
591,24,12483,3378,524189,1222006,6679,113,5,4,3,3,3,3,1,1
592,32,9155,82094,569288,282200,3598,115,4,1,5,3,5,3,3,1
593,27,26209,56844,243241,989629,5639,135,4,3,4,4,3,4,3,2
594,27,35125,60977,132919,796688,9813,107,5,3,2,4,3,2,1,3
595,30,35792,57199,285128,414539,1221,129,1,2,4,1,5,3,5,1
596,28,10259,80605,651350,140188,6092,226,3,3,2,3,3,1,2,2
597,27,18394,79720,656298,753592,9053,31,2,1,3,3,5,2,2,5
598,28,29819,53942,803479,857662,6717,156,1,3,4,3,1,2,1,4
599,28,30837,83901,896080,1089525,4973,35,4,1,5,4,5,5,2,2
600,24,27605,19011,1098783,521833,583,119,1,5,2,3,2,5,1,1
601,25,29610,26626,1180534,1083034,2620,225,1,2,1,3,3,2,4,5
602,26,44342,10546,712794,280977,5170,142,3,4,3,4,2,4,5,5
603,28,35474,32850,157600,83240,898,232,2,1,5,1,3,1,1,2
604,25,9489,79523,1180116,892580,3615,34,5,4,2,3,2,5,4,2
605,27,16225,17718,471432,367516,1090,58,1,2,4,3,4,1,3,1
606,31,34658,66510,394571,598667,1721,38,4,3,4,1,3,5,3,5
607,33,21853,39234,687616,867924,754,40,5,1,4,1,3,2,2,1
608,34,15655,60987,770327,147173,566,218,2,3,2,5,1,1,3,3
609,25,36437,11326,1140344,990359,6049,73,2,2,1,4,3,3,4,4
610,30,11630,66916,1201085,355213,2180,36,5,5,2,3,3,3,2,5
611,31,20620,14560,328671,601868,3191,85,5,5,5,1,1,3,5,5
612,31,22574,213,891135,885318,3152,123,5,3,3,4,4,2,5,1
613,33,25869,67931,56970,464397,2975,176,4,4,3,4,4,1,1,1
614,27,12945,85187,1204485,81318,33,100,3,3,2,3,2,5,1,1
615,28,43130,79837,946107,913402,6429,76,2,3,2,4,2,4,2,3
616,30,41830,5557,318411,305782,7263,38,3,3,1,4,5,3,3,3
617,35,44117,48688,178518,1067443,7817,49,2,3,1,2,3,3,3,2
618,26,19744,81120,255923,1013089,9598,213,5,3,4,1,4,3,1,4
619,28,27372,72380,596670,453729,5363,82,5,4,5,4,2,1,2,2
620,35,24424,33168,1131814,163298,8876,97,2,2,5,3,2,1,5,3
621,25,32165,74598,1144561,398812,374,106,1,5,5,5,1,1,1,5
622,25,32538,72022,547116,84615,2258,224,5,5,3,3,1,3,2,1
623,32,29113,63851,723391,1118388,708,198,5,1,3,3,1,1,5,1
624,34,42728,3191,800572,974928,34,94,5,5,5,4,3,4,4,5
625,35,28877,9097,1243213,886692,1038,142,5,4,4,2,5,3,5,4
626,24,21407,38122,708765,943144,6602,43,3,2,5,3,5,4,1,4
627,24,19943,46440,1233001,529552,556,110,1,2,2,2,4,3,5,3
628,28,13622,66617,729225,210661,6838,21,5,1,1,2,4,5,4,5
629,30,21219,61342,1005250,1117580,4475,90,1,1,3,3,5,2,1,5
630,28,16432,32962,813885,29502,3660,199,4,2,2,1,4,1,3,3
631,31,26110,48365,759938,341626,5313,167,4,4,1,4,1,2,1,5
632,32,12258,29717,305309,444853,6418,158,1,3,3,1,5,2,4,3
633,26,29527,2631,876658,260798,8732,45,5,3,4,1,2,3,2,5
634,25,43953,32225,544368,829888,5236,205,1,5,1,3,1,5,2,3
635,31,27139,36495,295164,941760,5165,47,4,5,4,3,4,5,2,2
636,27,8352,21360,649695,1109970,8393,34,4,1,3,5,3,5,1,2
637,34,15127,49631,592714,527975,7487,134,5,4,3,5,4,5,3,3
638,24,18022,19871,635044,646333,3033,192,5,4,5,2,3,5,5,2
639,34,28731,37466,410402,247580,8525,22,5,5,4,5,3,4,1,2
640,34,28004,71884,731300,717395,7535,70,3,4,3,4,2,4,2,3
641,29,44148,59086,1126236,985361,8689,101,1,5,2,1,5,5,3,2
642,28,30998,1868,1107336,379274,339,163,1,1,4,3,1,5,3,4
643,30,16193,58808,605732,641431,332,42,1,5,5,4,4,4,5,2
644,28,12662,71631,518756,436518,3648,15,1,3,1,1,5,4,4,2
645,35,12430,79833,646247,368128,9176,142,2,2,2,3,3,3,4,5
646,28,25784,84944,1227487,296506,5717,93,5,4,4,2,2,3,1,3
647,29,34661,43923,993026,782572,523,206,3,4,3,1,4,4,5,2
648,30,32962,52464,10375,981404,7901,62,5,2,3,4,1,1,2,2
649,28,29167,22201,671258,129410,4422,8,3,1,5,1,3,2,4,5
650,31,23484,6460,896834,321737,4850,223,5,1,4,1,2,1,3,1
651,30,20534,48301,1081753,26453,3151,33,2,3,1,1,2,3,5,4
652,29,37568,46523,375773,405905,3856,116,3,5,5,4,2,4,1,2
653,27,9499,31007,168173,1235928,3380,19,5,1,3,5,3,1,1,5
654,25,17577,76853,529321,473337,4878,190,4,1,5,3,4,3,4,1
655,25,21038,87918,304230,115797,5678,91,5,3,4,2,3,4,3,2
656,27,38126,4733,33785,617441,6150,27,5,5,2,4,3,4,1,1
657,26,19272,72733,1024561,192940,2767,136,5,2,4,2,2,5,1,5
658,30,24824,61055,236980,879162,9230,181,1,5,3,5,1,1,1,4
659,29,43801,78134,871094,70526,8569,230,3,1,2,4,2,3,3,4
660,35,30427,45636,200974,1064534,6041,91,5,1,2,4,4,5,2,1
661,27,20884,15077,1110412,527676,5621,9,5,5,5,5,4,3,5,3
662,33,38389,63883,910774,1211235,7145,154,1,1,3,5,2,3,1,2
663,27,12365,47394,130491,589570,5732,189,3,4,4,2,1,4,4,5
664,28,23435,22060,80712,814470,9356,231,1,1,5,3,5,2,2,1
665,26,29062,24947,256984,995196,5362,61,3,2,2,5,3,3,1,3
666,30,43741,9000,1003594,414135,7623,87,3,1,1,1,4,3,5,2
667,25,15124,3510,16319,324646,4724,201,4,5,2,2,2,3,4,5
668,33,8675,82551,30695,869132,7956,209,5,5,2,4,2,1,2,3
669,27,21870,7573,562038,1200206,2226,200,1,1,4,3,3,2,1,5
670,25,29792,83987,1033896,897743,6182,84,3,4,4,4,1,3,4,1
671,32,16669,84065,1056348,983910,2954,125,1,5,1,3,2,2,1,4
672,27,21317,54325,869122,1043167,9160,18,3,4,2,2,5,5,4,2
673,31,27915,23100,867750,340915,9431,34,1,2,3,4,2,2,3,2
674,35,31936,36614,1013368,747069,446,118,4,2,1,3,1,5,4,1
675,34,8288,4172,358085,1032668,19,79,2,2,4,5,1,3,4,2
676,28,44255,7662,543335,558183,6625,75,1,2,4,5,2,5,4,4
677,26,35228,40746,348451,448424,2656,159,3,4,5,3,3,2,2,4
678,35,38458,80410,209494,1006540,2215,113,5,2,1,3,3,1,4,2
679,29,27849,69015,634518,4352,6814,117,2,3,2,1,4,5,1,5
680,24,24790,30912,605631,1049246,2017,66,5,2,2,1,1,5,5,1
681,26,20335,64173,866047,1142126,1412,53,5,2,2,1,4,3,5,3
682,30,29788,70284,1103305,702357,2899,85,4,4,3,2,2,4,5,2
683,31,19338,77093,503544,893896,8807,133,4,3,2,4,3,3,3,2
684,30,10667,22794,439645,189322,1277,35,3,2,5,2,2,5,4,3
685,31,31739,32,1010212,593870,3332,154,4,2,3,1,2,3,5,5
686,31,41022,70007,598079,137743,9946,161,5,1,5,5,2,1,3,2
687,27,27717,10507,225707,790719,6942,79,4,1,3,4,1,1,3,4
688,29,18683,12118,1157078,216262,8575,136,2,3,1,1,1,4,4,2
689,28,32751,48220,766777,794105,7845,232,4,2,5,1,3,2,2,2
690,25,22668,39080,967982,125024,9726,211,1,4,5,3,2,2,3,3
691,26,16882,66174,646445,574443,2879,120,3,4,4,3,5,2,1,3
692,27,19286,7929,1245736,580671,9045,54,2,2,4,3,4,4,3,4
693,35,35770,70548,75191,759543,2633,153,5,1,4,2,3,2,3,4
694,34,35424,83041,821375,197912,90,184,2,1,3,2,1,5,3,2
695,28,43308,62430,370886,214526,6788,232,3,2,4,1,5,2,5,3
696,34,19498,88547,990496,1098123,5786,174,4,1,1,4,1,3,1,2
697,30,43604,14478,701624,503287,6973,146,2,4,2,2,4,4,2,2
698,35,41711,40607,613775,937257,9277,144,2,2,1,1,1,3,5,4
699,25,16635,55465,528752,978896,1179,62,4,1,5,4,1,1,5,3
700,27,32863,68909,242193,14587,9904,125,2,3,1,2,4,5,4,5
701,32,33859,89584,1027312,885705,8264,25,4,2,2,1,3,1,5,2
702,29,37458,7387,913303,1132989,2152,78,4,3,1,5,5,4,5,1
703,30,23990,11992,627963,1215255,1592,127,1,1,5,4,5,1,5,1
704,28,43115,20777,251268,768144,1502,137,2,3,4,4,3,3,1,2
705,34,36967,15082,270051,293276,5440,234,2,4,4,3,3,4,1,3
706,27,24916,45098,550176,1031070,8123,173,3,3,2,1,4,1,3,2
707,30,11149,58427,322802,866325,7340,110,1,5,4,1,4,3,3,3
708,26,12756,69704,393050,521256,9841,1,5,3,5,1,1,2,2,3
709,35,15323,39915,271931,972563,5723,26,1,3,5,5,4,2,1,1
710,31,15433,26291,405947,293607,553,40,4,5,1,3,5,4,4,2
711,30,23754,3508,976741,1175700,1603,181,2,3,5,3,3,5,2,5
712,25,28361,61611,577447,372380,1511,201,1,3,5,2,4,1,5,5
713,26,22528,66398,311570,135484,4796,161,4,2,3,3,4,5,1,1
714,29,24510,22431,948376,8161,8783,104,4,5,3,4,1,2,2,3
715,35,25838,58104,86243,354511,8864,191,3,5,5,5,1,4,2,3
716,28,44651,43779,949194,11987,2277,194,3,4,2,5,5,2,3,2
717,28,20585,71800,613205,208621,4637,82,2,5,5,1,1,4,1,4
718,34,10110,88705,978812,554597,3193,122,2,3,4,2,4,3,5,1
719,24,26072,81802,468571,879092,8338,196,2,5,4,5,5,1,5,2
720,30,16339,24122,436123,262924,7027,113,2,4,3,1,1,4,3,3
721,31,27133,62841,83979,546655,7423,159,2,1,4,4,4,3,4,5
722,26,14845,80176,155463,832831,3381,50,3,2,4,1,3,4,1,2
723,29,38595,37128,1200450,625187,7788,112,4,3,1,2,5,4,4,3
724,24,42993,49458,932334,130476,6001,152,4,2,5,5,3,3,3,2
725,28,32062,19438,628017,168517,8352,196,1,4,3,5,5,5,1,4
726,31,19303,9967,1032458,235463,3363,34,2,5,2,2,2,3,3,5
727,24,37553,35696,825751,106516,1265,230,5,1,3,4,2,4,3,1
728,34,34994,46145,683775,531459,8111,226,4,2,1,4,4,2,3,5
729,25,39903,78835,605357,1076862,4550,130,4,4,1,1,4,3,5,2
730,35,38575,36763,217056,789922,2037,205,1,2,4,5,1,1,5,4
731,30,36035,126,508883,523184,800,225,4,2,5,2,5,2,5,2
732,33,20451,27111,1028583,852477,8950,232,1,1,2,3,5,4,3,1
733,25,12742,22152,1008558,610380,361,53,5,3,1,3,3,5,5,4
734,24,13447,62947,1016108,1152715,768,131,4,2,3,2,1,3,1,2
735,27,31958,77059,283154,764378,7541,154,5,2,4,2,2,3,1,1
736,26,29289,84391,122432,1190371,8380,67,3,2,1,1,5,4,3,4
737,30,14773,50905,71277,1037057,9893,59,5,2,2,3,3,3,2,5
738,26,21910,67510,1134654,491904,4471,112,4,1,4,5,5,4,4,2
739,31,35667,87086,828868,1184318,6524,188,1,3,3,3,4,4,3,2
740,35,17529,49946,1223685,306823,1487,33,4,4,1,1,2,3,5,1
741,26,41787,89234,1206189,357401,4802,160,5,5,3,1,3,2,1,1
742,25,29053,59215,874704,818760,5758,213,1,3,1,1,5,1,2,2
743,34,12753,78624,462075,899038,3054,114,4,5,4,4,1,4,3,3
744,25,15070,85750,404165,151167,3265,118,4,4,3,2,1,2,4,3
